Generación	Mejor_Fitness	Fitness_Promedio
0	-157650684642.94219971	-9324154006432385001613950976.00000000
1	-157650684642.94219971	-14698579396619449032245248.00000000
2	-31149139819.21866608	-182611947624034996322304.00000000
3	-31149139753.84660721	-57479318424357856.00000000
4	-305.89323595	-22983974941726.41406250
5	-305.89323595	-36438800396.29796600
6	-259.42255114	-10722393428.60005951
7	-228.23754058	-4450550107.66878223
8	-223.28335544	-84031105.03485580
9	-197.91127620	-248.82998365
10	-197.91127620	-223.45148126
11	-197.91127620	-215.26244380
12	-197.91127620	-205.68202539
13	-197.91127620	-199.98681641
14	-197.91127620	-197.91127620
15	-196.61804722	-197.70064870
16	-196.61804722	-197.43658833
17	-195.33115543	-197.00614572
18	-194.92374530	-196.35954315
19	-194.92374530	-196.09138895
20	-194.92374530	-195.41310848
21	-194.92374530	-195.09017452
22	-194.85486791	-194.91685756
23	-194.85486791	-194.91456165
24	-194.85486791	-195.04041951
25	-194.85486791	-194.90537800
26	-194.85486791	-194.90537800
27	-194.85486791	-194.91226574
28	-194.85486791	-194.91915348
29	-194.85486791	-194.90767391
30	-194.41358782	-194.88837275
31	-194.41358782	-194.81575992
32	-194.36346440	-194.70653196
33	-194.36346440	-194.52289733
34	-194.36346440	-194.43983930
35	-194.36346440	-194.43816852
36	-193.62712591	-194.33161668
37	-193.62712591	-194.27540647
38	-193.62712591	-194.13825931
39	-193.62712591	-193.91735776
40	-193.62712591	-193.73399039
41	-193.62712591	-193.67334611
42	-193.62712591	-193.63868096
43	-193.62712591	-193.63868096
44	-193.45596937	-193.62142070
45	-193.17263191	-193.54744520
46	-193.06684501	-193.47212247
47	-193.06684501	-193.28731810
48	-193.06684501	-193.12982443
49	-193.06684501	-193.06684501
50	-193.05329202	-193.06639325
51	-193.05329202	-193.06548971
52	-193.05329202	-193.06458618
53	-192.56250564	-193.04506427
54	-191.61450100	-192.91621037
55	-192.56250564	-192.83148664
56	-192.56250564	-192.76424139
57	-192.56250564	-192.61293958
58	-192.56250564	-192.56250564
59	-192.56250564	-192.56250564
60	-192.08382982	-192.52574415
61	-192.08382982	-192.51463806
62	-192.08382982	-192.48272634
63	-192.08382982	-192.41890290
64	-192.08382982	-192.36330117
65	-192.08382982	-192.23565428
66	-192.08382982	-192.15587498
67	-191.33576157	-192.04750943
68	-191.33576157	-192.01877890
69	-191.33576157	-191.90006184
70	-188.64267015	-191.75522261
71	-188.64267015	-191.26699611
72	-188.64267015	-190.54183352
73	-188.62140912	-189.41579722
74	-188.62140912	-188.75749896
75	-188.62140912	-188.62211782
76	-188.62140912	-188.62140912
77	-188.62140912	-188.62140912
78	-188.62140912	-188.62140912
79	-188.62140912	-188.62140912
80	-188.62140912	-188.62140912
81	-188.62140912	-188.62140912
82	-188.62140912	-188.62140912
83	-188.62140912	-188.62140912
84	-188.62140912	-188.62140912
85	-188.62140912	-188.62140912
86	-188.62140912	-188.62140912
87	-188.33893593	-188.57433026
88	-188.20071547	-188.53205982
89	-188.20071547	-188.48057468
90	-188.20071547	-188.37223069
91	-188.20071547	-188.30175087
92	-188.20071547	-188.24161632
93	-188.20071547	-188.21397223
94	-178.69793575	-187.57180417
95	-178.69793575	-186.00731894
96	-178.56743037	-184.46423236
97	-178.56743037	-181.77034557
98	-178.56743037	-179.60906211
99	-178.56743037	-178.62833288
100	-178.56743037	-178.58483109
101	-171.07718808	-178.07678124
102	-171.07718808	-176.81970717
103	-171.07718808	-174.77694324
104	-168.92533127	-172.62604271
105	-168.92533127	-170.97657945
106	-168.92533127	-170.44897793
107	-167.27956909	-169.51602958
108	-167.27956909	-168.95907092
109	-167.25331374	-168.75987988
110	-167.25331374	-168.59530366
111	-167.25331374	-168.14593160
112	-167.25331374	-167.58558705
113	-167.25331374	-167.25331374
114	-167.25331374	-167.25331374
115	-167.05862549	-167.24033452
116	-167.00210412	-167.22546444
117	-167.00210412	-167.19384706
118	-166.80756574	-167.12603193
119	-166.80756574	-167.06929699
120	-166.80756574	-166.98098169
121	-166.80756574	-166.89374634
122	-166.80756574	-166.83350419
123	-166.79858610	-166.81225442
124	-166.79858610	-166.80606913
125	-166.79858610	-166.80487185
126	-166.79858610	-166.80696710
127	-166.80756574	-166.80756574
128	-166.80756574	-166.80756574
129	-166.80756574	-166.80756574
130	-166.80756574	-166.80756574
131	-166.80756574	-166.80756574
132	-166.80756574	-166.80756574
133	-166.80756574	-166.80756574
134	-166.80756574	-166.80756574
135	-166.80756574	-166.80756574
136	-166.80756574	-166.80756574
137	-166.80756574	-166.80756574
138	-166.80756574	-168.00874043
139	-166.80756574	-166.80756574
140	-166.80756574	-166.80756574
141	-166.80756574	-166.80756574
142	-166.80756574	-166.80756574
