Generación	Mejor_Fitness	Fitness_Promedio
0	-83169464608789.54687500	-870995931930906492550831407104.00000000
1	-344.44938267	-704755807359223372382732288.00000000
2	-344.44938267	-20135858420195591381319680.00000000
3	-262.01407201	-731925712745632890880.00000000
4	-245.98080946	-108829855632574955520.00000000
5	-220.79616081	-12077197251667779584.00000000
6	-198.67908754	-233.57319702
7	-175.98719915	-220.25016361
8	-175.98719915	-210.14487581
9	-174.10411844	-198.45380233
10	-173.30418892	-189.56317860
11	-173.03678944	-178.60001791
12	-172.00598537	-176.70477177
13	-164.44450113	-173.45796981
14	-162.39400505	-170.61304707
15	-159.99271016	-168.09287201
16	-159.99271016	-166.80852226
17	-159.99271016	-165.48618167
18	-159.99271016	-165.17934768
19	-159.14445930	-161.64654432
20	-158.66019576	-160.95624564
21	-155.83746617	-161.77470601
22	-153.69815123	-159.55248525
23	-150.66620938	-156.69306922
24	-151.43862325	-166.60062914
25	-151.43862325	-153.94468328
26	-150.18450501	-152.77310079
27	-150.18450501	-152.17034499
28	-150.18450501	-152.08307605
29	-150.18450501	-152.88098561
30	-150.18450501	-151.93221355
31	-150.13860142	-177.55920818
32	-150.13860142	-205.35466357
33	-150.13860142	-151.32499438
34	-150.13860142	-150.50864500
35	-150.13860142	-151.91760648
36	-150.17994942	-150.25356735
37	-150.10834501	-151.99732714
38	-150.10834501	-151.44327840
39	-150.10834501	-155.89271594
40	-150.10834501	-151.29138648
41	-150.10834501	-152.04420819
42	-150.12930069	-153.33805036
43	-150.13302416	-155.17585807
44	-150.13302416	-153.51001745
45	-150.13302416	-150.86682163
46	-150.13543554	-559.71112067
47	-150.13543554	-153.71778591
48	-150.13543554	-150.70470836
49	-150.13543554	-150.45101654
50	-150.13543554	-150.42731314
51	-150.13543554	-152.00730602
52	-150.13543554	-152.67609209
53	-150.11048668	-150.43180697
54	-150.11048668	-186.89294220
55	-150.11048668	-157.11271790
56	-150.11048668	-150.31530671
57	-150.14220787	-153.30823260
58	-150.14220787	-152.69666803
59	-150.11126976	-155.16231658
60	-150.14220787	-151.98031462
61	-150.14220787	-150.18735015
62	-150.14220787	-150.68118453
63	-150.14220787	-154.86353404
64	-150.14220787	-150.40051956
65	-150.14220787	-150.64606012
66	-150.14220787	-150.57744475
67	-150.14356732	-150.79077300
68	-150.14356732	-150.27178374
69	-150.14356732	-150.18963447
70	-150.11210370	-150.17784628
71	-150.10868708	-151.67172344
72	-150.10868708	-151.66321434
73	-150.17994942	-191.26045869
74	-150.17994942	-151.39014580
75	-150.17994942	-151.75040642
76	-150.17994942	-151.60658991
77	-150.11406879	-150.47746736
78	-150.11049177	-150.41294682
79	-150.11049177	-151.44392947
80	-150.11049177	-150.78930423
81	-150.11049177	-155.23096178
82	-150.10979408	-152.10250426
83	-150.10979408	-152.92171925
84	-150.10979408	-152.96709183
85	-150.10979408	-151.24533951
86	-150.10979408	-152.61629489
87	-150.10979408	-151.59870710
88	-150.10979408	-150.41673155
89	-150.10979408	-150.40566712
90	-150.17994942	-152.82688526
91	-150.17994942	-152.80330993
92	-150.17994942	-153.15592472
93	-150.17994942	-150.59951600
94	-150.17994942	-150.41515084
95	-150.10836461	-150.33639601
96	-150.10836461	-150.24759027
97	-150.10836461	-151.75307463
98	-150.10836461	-157.16551803
99	-150.10836461	-151.34619393
100	-150.10836461	-162.93953442
101	-150.10836461	-150.43762230
102	-150.10836461	-150.90011066
103	-150.17994942	-151.73324968
104	-150.17994942	-153.29386004
105	-150.17994942	-150.30401677
106	-150.17994942	-152.58114817
107	-150.17994942	-151.50827606
108	-150.17994942	-151.13659921
109	-150.17994942	-151.84979077
110	-150.17994942	-150.53590682
111	-150.12714657	-150.50456299
112	-150.12714657	-67662615010.39121246
113	-150.12714657	-150.40716253
114	-150.12572740	-151.17715300
115	-150.12572740	-150.41107493
116	-150.12572740	-150.27742228
117	-150.12572740	-150.30166879
118	-150.12572740	-152.90381186
119	-150.12572740	-150.37382751
120	-150.12572740	-150.65143938
121	-150.12572740	-150.58333437
122	-150.12572740	-161.09054520
123	-150.11217592	-153.52752542
124	-150.17994942	-151.58678830
125	-150.13800480	-153.84924003
126	-150.13800480	-157.08934665
127	-150.13800480	-150.56849822
128	-150.13800480	-152.88682732
129	-150.13800480	-150.59539368
130	-150.13800480	-150.30760773
131	-150.13800480	-150.50960814
132	-150.17994942	-150.31917427
133	-150.17994942	-152.04630784
134	-150.17994942	-152.33947719
135	-150.17994942	-152.72046065
136	-150.17994942	-151.19278290
137	-150.17994942	-150.53501727
138	-150.17994942	-151.45955509
139	-150.12161288	-150.30398451
140	-150.12161288	-150.57562891
141	-150.11088867	-151.24301178
142	-150.11088867	-151.72170852
143	-150.10987914	-150.90401988
144	-150.10987914	-153.80033684
145	-150.10987914	-151.67832274
146	-150.10987914	-151.55430336
147	-150.10835522	-151.00389454
148	-150.10835522	-150.48021936
149	-150.10835522	-150.72757748
150	-150.10835522	-150.41231995
151	-150.10835522	-151.37222466
152	-150.10835522	-151.71653161
153	-150.10835522	-151.85956391
154	-150.17994942	-150.98486508
155	-150.17058388	-151.04149089
156	-150.17058388	-152.86317027
157	-150.17058388	-151.12548921
158	-150.17058388	-169.72913317
159	-150.17058388	-150.39438141
160	-150.17058388	-150.36223320
161	-150.17058388	-150.47162084
162	-150.17058388	-150.27585937
163	-150.14214669	-152.02426058
164	-150.14214669	-152.71977772
165	-150.14214669	-151.05089817
166	-150.17994942	-150.72203577
167	-150.17994942	-150.33916809
168	-150.17994942	-150.48119735
169	-150.17994942	-151.48486305
170	-150.17994942	-151.80092140
171	-150.17994942	-152.10053639
172	-150.17994942	-150.19210276
173	-150.15215868	-150.55608438
174	-150.15215868	-150.25487853
175	-150.15215868	-151.82958524
176	-150.15215868	-150.22292705
177	-150.15215868	-150.29426242
178	-150.15215868	-151.21551562
179	-150.15215868	-150.76459086
180	-150.15215868	-212.30533254
181	-150.15215868	-151.37110579
182	-150.15215868	-150.79330025
183	-150.15215868	-150.68183472
184	-150.10846387	-153.45858259
185	-150.10846387	-150.18936509
186	-150.17994942	-150.32784714
187	-150.17994942	-150.49257399
188	-150.10863682	-150.81439773
189	-150.10863682	-151.38139989
190	-150.15147188	-151.69973173
191	-150.15147188	-151.15746465
192	-150.11111396	-152.14077669
193	-150.11111396	-150.78398853
194	-150.11111396	-150.59478775
195	-150.11111396	-150.53281445
196	-150.11111396	-218.30367956
197	-150.11111396	-151.15861741
198	-150.10828609	-151.35371737
199	-150.10828609	-150.62008302
200	-150.10828609	-150.41877882
201	-150.17994942	-150.45736279
202	-150.17994942	-150.84287385
203	-150.17994942	-151.30424885
204	-150.11567990	-265.92120364
205	-150.11567990	-150.46865941
206	-150.11567990	-150.84984970
207	-150.11567990	-150.50960476
208	-150.11567990	-150.29734810
209	-150.10828671	-151.66424022
210	-150.10828671	-153.59699170
211	-150.10828671	-150.46848953
212	-150.10828671	-150.46172647
213	-150.10828671	-257.69323593
214	-150.10828671	-153.10803604
215	-150.10828671	-150.88474646
216	-150.17994942	-150.30585333
217	-150.17994942	-150.30405468
218	-150.17994942	-151.23618366
219	-150.17994942	-152.26870151
220	-150.17994942	-150.18494437
221	-150.17994942	-151.08395710
222	-150.17994942	-150.38437300
223	-150.17994942	-150.26357212
224	-150.14711329	-150.19287447
225	-150.14711329	-150.27106219
226	-150.14711329	-150.20563999
227	-150.14711329	-216.47718794
228	-150.14711329	-150.61145737
229	-150.14125380	-151.40804364
230	-150.11805225	-151.02442303
231	-150.11805225	-150.31567509
232	-150.11305446	-150.24075083
233	-150.11305446	-152.06452366
234	-150.11305446	-150.24939122
235	-150.17994942	-153.31022324
236	-150.17994942	-151.23615323
237	-150.17994942	-150.66080864
238	-150.10886744	-150.75513336
239	-150.10886744	-150.22373550
240	-150.10886744	-152.88724610
241	-150.17994942	-156.04015727
242	-150.12394258	-151.78174357
243	-150.12394258	-150.83151967
244	-150.12394258	-151.45863238
245	-150.12394258	-205.19693614
246	-150.12394258	-150.89687261
247	-150.12394258	-151.53283331
248	-150.12394258	-170.51156613
249	-150.12394258	-160.65708428
250	-150.12394258	-150.91220938
251	-150.12394258	-151.41595215
252	-150.12394258	-153.50443773
253	-150.12394258	-151.11458288
254	-150.14796891	-150.69591141
255	-150.10834299	-150.93584968
256	-150.10834299	-150.37803767
257	-150.10834299	-150.33906136
258	-150.10834299	-151.75929260
259	-150.10834299	-150.90268148
260	-150.10834299	-150.37836457
261	-150.17994942	-150.28935981
262	-150.17994942	-150.33422738
263	-150.17994942	-152.62249241
264	-150.12047552	-151.41282231
265	-150.12047552	-150.38417012
266	-150.12047552	-151.03381967
267	-150.12047552	-153.69811367
268	-150.12047552	-150.18468300
269	-150.11321403	-150.27301113
270	-150.11321403	-150.76954635
271	-150.11321403	-155.76204370
272	-150.11321403	-151.82445724
273	-150.11321403	-151.15193258
274	-150.11290291	-150.63422499
275	-150.11290291	-151.11068623
276	-150.11290291	-152.08273141
277	-150.10959896	-151.31779584
278	-150.10959896	-151.29085477
279	-150.10959896	-150.59120840
280	-150.10959896	-150.54116269
281	-150.10959896	-151.92054672
282	-150.10959896	-160.48129050
283	-150.10959896	-151.34338979
284	-150.10959896	-150.32910324
285	-150.10959896	-151.62405663
286	-150.10959896	-153.14777963
287	-150.10959896	-150.71001944
288	-150.13183651	-150.37958547
289	-150.13183651	-152.32333846
290	-150.13183651	-155.63950633
291	-150.13183651	-151.24783628
292	-150.13183651	-150.35011875
293	-150.13183651	-154.50873663
294	-150.13183651	-179.22495405
295	-150.12257059	-150.32120521
296	-150.12257059	-150.28988034
297	-150.10959203	-153.13003564
298	-150.10959203	-150.44795969
299	-150.10959203	-152.11051408
300	-150.10959203	-150.68302978
301	-150.10959203	-150.29607706
302	-150.10959203	-154.11190964
303	-150.10959203	-150.18108381
304	-150.17994942	-150.86163726
305	-150.11478231	-152.07017330
306	-150.11478231	-154.79630210
307	-150.11478231	-150.27414341
308	-150.11478231	-225.00013303
309	-150.11478231	-150.24253478
310	-150.11478231	-151.23023273
311	-150.11478231	-153.21692498
312	-150.11478231	-150.99112009
313	-150.11478231	-150.80518981
314	-150.11478231	-150.21358929
315	-150.17994942	-151.73543896
316	-150.16791697	-150.88792256
317	-150.11858036	-151.16832896
318	-150.11858036	-151.59874567
319	-150.11858036	-151.74219462
320	-150.12615189	-173.26765776
321	-150.12615189	-150.57884083
322	-150.12615189	-151.05586025
323	-150.12615189	-151.36778846
324	-150.12615189	-151.88143180
325	-150.12615189	-279.85453073
326	-150.12615189	-151.76054983
327	-150.12615189	-151.76232520
328	-150.12615189	-151.46826465
329	-150.12615189	-155.33951726
330	-150.11109970	-151.93687717
331	-150.11109970	-150.39269835
332	-150.11109970	-150.34621309
333	-150.11109970	-150.41257462
334	-150.11109970	-150.19666807
335	-150.10916968	-151.12920790
336	-150.10916968	-151.85588196
337	-150.10916968	-150.80354321
338	-150.10916968	-150.24059158
339	-150.10916968	-151.39515843
340	-150.10916968	-195.24395375
341	-150.10916968	-151.66913400
342	-150.10916968	-151.31450445
343	-150.10916968	-150.91570846
344	-150.10916968	-150.29474796
345	-150.10916968	-150.51399527
346	-150.10916968	-150.30086440
347	-150.10916968	-151.26933313
348	-150.10916968	-151.00921271
349	-150.10916968	-150.98997124
350	-150.10916968	-152.02491172
