Generación	Mejor_Fitness	Fitness_Promedio
0	-331.48992885	-27201089251260446888138113024.00000000
1	-331.30370521	-189076499680773150288642048.00000000
2	-331.30370521	-3576114726040983107010560.00000000
3	-305.99931610	-436444248045307908063232.00000000
4	-259.54137485	-311958597321394880.00000000
5	-259.54137485	-124474159782490336.00000000
6	-247.97568673	-281.83094128
7	-207.64008378	-256.92908604
8	-205.52283481	-236.85637319
9	-205.52283481	-224.41555873
10	-197.45538849	-212.28670138
11	-194.94312013	-206.48469408
12	-194.94312013	-204.13886222
13	-188.85059422	-197.34494719
14	-188.85059422	-194.67287635
15	-188.65065532	-192.23498319
16	-185.03265102	-189.79613224
17	-172.37769085	-188.07483920
18	-172.37769085	-186.88596205
19	-172.37769085	-183.29732409
20	-164.45340914	-177.73579439
21	-164.45340914	-175.13866290
22	-162.86154776	-170.88848028
23	-161.83163980	-167.03062025
24	-159.78535290	-163.16232216
25	-159.44000525	-165.94125091
26	-159.44000525	-162.42280794
27	-157.52814548	-159.98020246
28	-157.52814548	-159.23412672
29	-157.40179738	-158.72439787
30	-157.40179738	-159.71045511
31	-156.57532346	-159.32020535
32	-156.57532346	-157.52645564
33	-156.57532346	-157.67189133
34	-156.57532346	-157.20749157
35	-155.67072435	-157.99323189
36	-155.67072435	-156.88781464
37	-155.67072435	-157.10067472
38	-155.59362989	-156.38607900
39	-155.59362989	-161.77188456
40	-155.05339457	-155.89766100
41	-155.05339457	-156.61323210
42	-154.87113167	-155.93793996
43	-154.87113167	-157.59879030
44	-154.87113167	-157.76656207
45	-153.90976941	-155.15916822
46	-153.88863757	-154.90077331
47	-153.59098694	-182.34754886
48	-153.09970255	-155.56586114
49	-153.09970255	-154.20740941
50	-153.09970255	-1317.01087385
51	-153.09970255	-180.11830520
52	-152.78793661	-1328.09443082
53	-151.25513533	-155.69399393
54	-151.25513533	-153.53715292
55	-150.88093685	-152.60867256
56	-150.88093685	-151.94410083
57	-150.49670201	-151.30248961
58	-150.49670201	-150.92206610
59	-150.15557366	-150.64371467
60	-150.10998328	-151.00350909
61	-150.10998328	-150.82784190
62	-150.10998328	-151.61218372
63	-150.10998328	-151.59054252
64	-150.10836134	-152.32499808
65	-150.10836134	-150.68213830
66	-150.10836134	-151.20692083
67	-150.10836134	-157.05769431
68	-150.10836134	-151.09905815
69	-150.10836134	-150.76808942
70	-150.10836134	-150.70611071
71	-150.10836134	-150.51736815
72	-150.10836134	-150.23963017
73	-150.10836134	-150.25495123
74	-150.10836134	-153.83602490
75	-150.10836134	-151.67597416
76	-150.10836134	-150.70927305
77	-150.10836134	-150.63175106
78	-150.10836134	-152.29799007
79	-150.10836134	-151.07019964
