Generación	Mejor_Fitness	Fitness_Promedio
0	-7466304364134837248.00000000	-648311351166117575568870342656.00000000
1	-7466304364134837248.00000000	-1388538722971875194659930112.00000000
2	-90076667709968848.00000000	-1595529829830910088839168.00000000
3	-90076667709968848.00000000	-4069499849661876797440.00000000
4	-37333432382402464.00000000	-2578906674173488640.00000000
5	-37333432382402464.00000000	-976975193257386880.00000000
6	-7077955784806148.00000000	-197813543009924384.00000000
7	-6077361092045777.00000000	-157138468041612192.00000000
8	-4632797988207301.00000000	-85392453702520480.00000000
9	-261933057687947.40625000	-362252543321313024.00000000
10	-95971870207.61064148	-13206269907949978.00000000
11	-95971870182.15872192	-2718433813164527.50000000
12	-388.97518563	-740964699849206.00000000
13	-239.53280722	-24912025841709.26953125
14	-238.70424250	-57064399160681.88281250
15	-214.79673361	-323.52809917
16	-214.79673361	-86303699537.62074280
17	-214.79673361	-222298155.74964637
18	-214.79673361	-222298169.88779488
19	-214.79673361	-234.42487919
20	-214.79673361	-222.18276259
21	-207.10543003	-216.32671977
22	-203.55891222	-215.05956936
23	-203.55891222	-212.50147145
24	-197.54523628	-211.99967021
25	-202.00262114	-25685224692.76067734
26	-201.66366242	-206.85109993
27	-200.25093806	-204.02016656
28	-200.25093806	-204.30283967
29	-200.25093806	-205.42832990
30	-200.01722033	-203.24314201
31	-193.23437670	-200.80751540
32	-192.53950463	-200.32037088
33	-192.70169822	-200.17056343
34	-191.98993276	-198.27591735
35	-183.90620137	-199.20865375
36	-183.82340774	-193.11193657
37	-179.06355284	-188.51098133
38	-167.51592517	-189.36981659
39	-163.10351004	-180.23745147
40	-163.10351004	-176.96805296
41	-162.89181561	-173.12035294
42	-156.04811534	-175.90511124
43	-156.04811534	-170.39019415
44	-156.04811534	-275.51103752
45	-156.04811534	-163.29984357
46	-155.63046256	-161.20321489
47	-154.81321979	-161.64555277
48	-155.63046256	-160.54056174
49	-155.05611367	-159.44978164
50	-155.43425451	-157.61509631
51	-153.85903343	-156.42658377
52	-153.85903343	-155.82172259
53	-153.85903343	-154.98916017
54	-153.85903343	-155.91853677
55	-153.01122000	-156.84462569
56	-152.94233483	-154.16775385
57	-152.94233483	-2504384985472.87841797
58	-152.70453906	-153.60038159
59	-151.78085060	-153.23383273
60	-151.78085060	-153.35628182
61	-151.78085060	-153.41550719
62	-151.78085060	-152.53573493
63	-151.78085060	-152.31847040
64	-151.78085060	-152.47922249
65	-151.75011329	-152.22110450
66	-151.37375337	-154.88165762
67	-151.37375337	-153.51642321
68	-150.52217678	-155.24676598
69	-150.52217678	-153.03818653
70	-150.44479262	-151.18892517
71	-150.18450501	-151.15924907
72	-150.18450501	-150.91694322
73	-150.10913246	-150.95707386
74	-150.10913246	-150.89129025
75	-150.10913246	-150.49399817
76	-150.10913246	-150.24926719
77	-150.10913246	-150.63663705
78	-150.10913246	-150.21296591
79	-150.12771828	-150.21889108
80	-150.12771828	-150.98559879
81	-150.12771828	-150.33839007
82	-150.12771828	-150.71607444
83	-150.12771828	-150.17646735
84	-150.11199301	-150.20310090
85	-150.11199301	-153.03229501
86	-150.11061504	-151.77531695
87	-150.10933305	-150.22273579
88	-150.10933305	-150.22701510
89	-150.10933305	-151.96595987
90	-150.10933305	-150.52634705
91	-150.10933305	-150.17845155
92	-150.10933305	-150.17917365
93	-150.10933305	-150.56415733
94	-150.10933305	-150.49949323
95	-150.10933305	-150.17603193
96	-150.10933305	-151.05115819
97	-150.10933305	-150.36633236
98	-150.10933305	-150.67814076
99	-150.10933305	-150.26530028
100	-150.10933305	-150.87405792
101	-150.10933305	-151.36586490
102	-150.10933305	-152.73966116
