Generación	Mejor_Fitness	Fitness_Promedio
0	-354.03961032	-11836810832407403614739365888.00000000
1	-343.80607078	-34829582563523783139786752.00000000
2	-331.87588003	-308956139248491746557952.00000000
3	-267.22699634	-11862341541663901696.00000000
4	-238.62417941	-11781.09281182
5	-221.85581624	-259.38623188
6	-216.07702152	-237.95576087
7	-202.82841384	-223.41297783
8	-190.24211648	-213.76499925
9	-190.24211648	-203.99717780
10	-175.05907959	-199.86738262
11	-175.05907959	-195.25136963
12	-174.35843102	-190.85066781
13	-173.35559663	-188.23810722
14	-173.22067151	-181.23458367
15	-173.22067151	-181.23676604
16	-173.22067151	-174.74769753
17	-167.37880345	-173.02133226
18	-167.37880345	-172.28738950
19	-167.37880345	-173.65555406
20	-167.37880345	-171.85399406
21	-167.37880345	-171.96700031
22	-167.37880345	-171.57555120
23	-165.13848262	-193.76736990
24	-165.13848262	-168.73614538
25	-165.13848262	-166.95075607
26	-164.78693728	-166.25995687
27	-164.74539230	-165.74485496
28	-158.15148682	-165.36261958
29	-158.15148682	-165.12626840
30	-158.15148682	-162.89561010
31	-157.53289105	-161.41713042
32	-157.53289105	-162.08074053
33	-152.17649776	-158.60072366
34	-151.55788752	-156.52345763
35	-151.55788752	-155.06192356
36	-151.55788752	-154.12706905
37	-151.34363714	-159.17948345
38	-150.88014935	-154.66032975
39	-150.64649863	-153.38716896
40	-150.64649863	-151.89077586
41	-150.44040238	-151.08738861
42	-150.44040238	-151.99493098
43	-150.17994942	-151.01908722
44	-150.17994942	-150.34354627
45	-150.17994942	-153.90743153
46	-150.17994942	-153.03909489
47	-150.15834627	-152.31490888
48	-150.15834627	-152.96323307
49	-150.15834627	-150.22186422
50	-150.15834627	-150.25591931
51	-150.15834627	-150.22142007
52	-150.15834627	-150.18880799
53	-150.15834627	-150.21209737
54	-150.15834627	-150.33435476
55	-150.15834627	-151.76094575
56	-150.15834627	-150.20093317
57	-150.15834627	-152.93319417
58	-150.15834627	-150.17922932
59	-150.15834627	-150.22396500
60	-150.12515091	-150.19974108
61	-150.12515091	-150.80395410
62	-150.12515091	-151.12524849
63	-150.12515091	-152.03332078
64	-150.12515091	-150.87144561
65	-150.14798852	-150.39474369
66	-150.14798852	-150.18755858
67	-150.11908295	-150.18342064
68	-150.17994942	-150.61832491
69	-150.17994942	-150.18010127
70	-150.17994942	-150.17994942
71	-150.17994942	-151.44885493
72	-150.17994942	-150.24966464
73	-150.17994942	-150.21807023
74	-150.17994942	-150.18786707
75	-150.17994942	-150.23868143
76	-150.12708051	-150.43216716
77	-150.12708051	-150.17018139
78	-150.12708051	-150.17642483
79	-150.17994942	-150.17994942
80	-150.17994942	-150.59604262
81	-150.11129882	-150.16896653
82	-150.11014832	-150.42538414
83	-150.11014832	-150.19643219
84	-150.11014832	-150.23391703
85	-150.11014832	-150.21481513
86	-150.10963246	-150.16250092
87	-150.10963246	-150.14194817
88	-150.10963246	-151.26421063
89	-150.10963246	-150.17836479
90	-150.10963246	-153.06643644
91	-150.10963246	-150.19075493
92	-150.10963246	-150.19223203
93	-150.10976594	-150.18491888
94	-150.10976594	-150.16728462
95	-150.10976594	-150.14828142
96	-150.10976594	-150.28645931
97	-150.10976594	-151.45858327
98	-150.10976594	-151.41431764
99	-150.10976594	-151.00076795
100	-150.10976594	-150.50321735
101	-150.17994942	-150.17994942
102	-150.17994942	-150.25856545
103	-150.17994942	-150.23903913
104	-150.11909226	-150.36406409
105	-150.11909226	-150.66459820
106	-150.11909226	-150.18593667
107	-150.11909226	-150.18215654
108	-150.11909226	-150.28989769
109	-150.11909226	-150.64363146
110	-150.11909226	-150.16214783
111	-150.11909226	-150.16607203
112	-150.11909226	-152.95965057
113	-150.11909226	-150.21947572
114	-150.11909226	-150.40017004
115	-150.11909226	-150.44333980
116	-150.11909226	-151.18357432
117	-150.11909226	-150.71555005
118	-150.11909226	-150.60864554
119	-150.11128619	-150.20010351
120	-150.11128619	-150.99663394
121	-150.11128619	-150.76195836
122	-150.11128619	-150.31394632
123	-150.11128619	-150.27037327
124	-150.11128619	-150.27608175
125	-150.17994942	-150.19813218
126	-150.17994942	-150.79609318
127	-150.14891541	-150.61953308
128	-150.14891541	-150.21042720
129	-150.14891541	-150.20470082
130	-150.14891541	-150.22366522
131	-150.14891541	-150.21501903
132	-150.14891541	-150.17477709
133	-150.10911838	-150.16863633
134	-150.10911838	-150.17784552
135	-150.10911838	-150.42978814
136	-150.10911838	-150.55639939
137	-150.10911838	-150.18378675
138	-150.10911838	-150.38882408
139	-150.10911838	-150.21131764
140	-150.10911838	-150.20602236
141	-150.15702218	-150.73908182
142	-150.15702218	-152.13490641
143	-150.17994942	-150.19276400
144	-150.17994942	-150.54122260
145	-150.17994942	-150.32178991
146	-150.17994942	-164.79348866
147	-150.17994942	-150.20016335
148	-150.17994942	-150.24992714
149	-150.13906670	-150.17292615
150	-150.11036568	-151.94979816
151	-150.11036568	-150.17246973
152	-150.11036568	-150.29070139
153	-150.11036568	-150.21851337
154	-150.11036568	-150.20620535
155	-150.11036568	-150.32801900
156	-150.11036568	-150.47720674
157	-150.11036568	-160.00625135
158	-150.11036568	-150.17562710
159	-150.11036568	-150.18240002
160	-150.11036568	-150.21447546
161	-150.11036568	-150.94347754
162	-150.11036568	-151.79135904
163	-150.11036568	-150.29066811
164	-150.11036568	-150.17692303
165	-150.11036568	-150.17461881
