Generación	Mejor_Fitness	Fitness_Promedio
0	-10336039550734722662400.00000000	-333082890542362779894243393536.00000000
1	-10336039550734722662400.00000000	-4056606863043834276757897216.00000000
2	-18110259546686126080.00000000	-533127235637237475971170304.00000000
3	-1288600736033629.75000000	-137317602447759631187968.00000000
4	-65691530615.54289246	-626306493430449438720.00000000
5	-65691530615.54289246	-73322480907039014912.00000000
6	-4184896.68821947	-481787075861593344.00000000
7	-4184896.68821947	-7618235764972586.00000000
8	-221.44904640	-72261344374199.26562500
9	-221.44904640	-8196351937944847.00000000
10	-218.34813039	-40110081892.50963593
11	-217.35756666	-4577605817.42748070
12	-195.25224073	-16721545.91247331
13	-195.23722962	-1518989865.14066291
14	-192.17986909	-201.46213520
15	-190.07433624	-204.42691674
16	-188.09008789	-494.09758090
17	-187.73392817	-194.95360654
18	-187.73392817	-192.37524419
19	-186.75757447	-189.70021589
20	-182.23465787	-187.34794974
21	-180.82351390	-185.27222565
22	-177.92332433	-184.81848015
23	-173.79170197	-180.84311095
24	-166.07480230	-215.20805334
25	-166.07480230	-176.23771025
26	-164.60841352	-174.60788687
27	-164.10211084	-171.85417415
28	-163.37536033	-172.12538160
29	-159.76802166	-167.54182008
30	-159.70394803	-163.86901459
31	-157.81768615	-161.70029320
32	-157.10448983	-187.83704830
33	-157.07940725	-158.54290997
34	-157.07940725	-160.49185035
35	-156.86067778	-158.64208278
36	-156.48092976	-157.52495357
37	-155.89202050	-157.00308759
38	-155.52391482	-156.60446466
39	-155.89202050	-156.73639171
40	-155.87714031	-156.23282999
41	-155.85242052	-156.01472188
42	-155.52391482	-156.20660640
43	-154.79274196	-157.56359776
44	-154.79274196	-155.75415481
45	-154.79274196	-155.51442111
46	-154.46856200	-155.06219501
47	-154.23089907	-155.15861145
48	-154.00524418	-154.58551731
49	-153.85642320	-154.33940403
50	-153.14971006	-153.97888533
51	-153.09973922	-153.75383590
52	-152.51025478	-153.35301570
53	-151.99432094	-153.00817265
54	-151.89103623	-152.68015667
55	-151.87588159	-152.81101640
56	-151.10634474	-152.12391955
57	-151.10634474	-152.07286545
58	-151.10634474	-151.89856841
59	-151.10634474	-152.52389727
60	-150.93749977	-151.57187748
61	-150.93749977	-151.40480532
62	-150.93749977	-151.48743313
63	-150.91746356	-152.39921726
64	-150.91746356	-151.55363663
65	-150.91746356	-152.93792182
66	-150.17994942	-151.39850640
67	-150.17994942	-151.91862761
68	-150.17994942	-151.03520586
69	-150.17994942	-154.48677843
70	-150.17994942	-152.43894570
71	-150.17994942	-151.78687760
72	-150.17994942	-150.64611216
73	-150.17994942	-150.74342306
74	-150.17994942	-150.21933709
75	-150.17994942	-150.18819156
76	-150.17994942	-150.18295517
77	-150.13541129	-226.00223468
78	-150.13541129	-151.37746979
79	-150.13541129	-150.77809186
80	-150.13541129	-150.22409203
81	-150.13541129	-153.67383298
82	-150.13541129	-150.21656844
83	-150.13541129	-150.20283248
84	-150.13541129	-151.91799989
85	-150.11586106	-151.78316704
86	-150.11586106	-150.18660065
87	-150.11586106	-150.17341097
88	-150.11051435	-150.19236648
89	-150.11051435	-150.22549399
90	-150.17994942	-151.12814479
91	-150.17994942	-150.49901432
92	-150.17994942	-150.38721212
93	-150.15546620	-150.22761057
94	-150.15546620	-150.25819276
95	-150.15546620	-150.44027951
96	-150.15546620	-151.16039197
97	-150.15546620	-151.76536563
98	-150.15546620	-150.89700829
99	-150.15546620	-152.81596983
100	-150.15546620	-150.29584613
101	-150.11654257	-150.63561552
102	-150.12098407	-152.49342182
103	-150.12098407	-150.30741440
104	-150.17994942	-150.44216947
105	-150.11000706	-156.13613208
106	-150.11000706	-150.90989460
107	-150.11000706	-150.28834989
108	-150.11000706	-150.73610673
109	-150.11000706	-150.21772874
110	-150.11000706	-151.47284288
111	-150.11000706	-152.25784439
112	-150.11000706	-151.43365031
113	-150.11000706	-151.42600442
114	-150.11000706	-150.33518761
115	-150.11000706	-150.74046105
116	-150.10913630	-150.22984125
117	-150.10913630	-150.21754930
118	-150.10913630	-150.61283337
119	-150.10913630	-150.28047282
120	-150.10913630	-150.24105810
121	-150.10913630	-151.96145442
122	-150.10913630	-150.29661054
