Generación	Mejor_Fitness	Fitness_Promedio
0	-59511054877797792.00000000	-90436960311742719679520571392.00000000
1	-1236604084833.38964844	-2846940086546140982360932352.00000000
2	-40429741780.28739166	-1959244656198267193786368.00000000
3	-309.26594763	-367955367001291610914816.00000000
4	-309.26594763	-9904019370174452.00000000
5	-206.28710362	-340648777071666.37500000
6	-206.28710362	-12815397652061.31250000
7	-203.00534796	-4042974407.53746367
8	-203.00534796	-225.29388379
9	-203.00534796	-207.21631483
10	-176.66141578	-201.34700696
11	-173.84181755	-198.61113046
12	-173.84181755	-187.02595928
13	-173.84181755	-178.92025003
14	-170.31026654	-175.80244953
15	-161.16425665	-173.05432798
16	-161.12604612	-171.35961804
17	-161.12604612	-166.16871250
18	-161.12604612	-165.63758703
19	-157.46518412	-161.13009000
20	-157.05468660	-160.18695110
21	-157.05468660	-159.78735904
22	-157.05468660	-158.98798171
23	-157.05468660	-157.57392685
24	-156.77799376	-157.26658036
25	-156.57532346	-157.05059661
26	-156.07044842	-156.90697715
27	-155.60880745	-156.61550099
28	-155.60880745	-156.33334387
29	-155.60880745	-156.50202847
30	-155.60880745	-155.97447385
31	-155.60880745	-155.86265257
32	-155.18945944	-155.94408929
33	-154.76790597	-155.67380263
34	-154.71496500	-155.38165237
35	-154.71496500	-156.88227024
36	-153.95818218	-155.03314963
37	-153.95818218	-158.08944851
38	-153.95818218	-156.19105686
39	-153.95818218	-154.46987740
40	-153.95818218	-154.01330898
41	-153.10400477	-153.78465548
42	-153.10400477	-153.84200155
43	-153.10400477	-153.49559043
44	-153.10400477	-154.04299904
45	-152.98132713	-153.23976394
46	-152.98132713	-153.14399802
47	-152.98132713	-153.37598974
48	-152.48021805	-153.06769779
49	-152.48021805	-152.96769178
50	-152.48021805	-152.72922849
51	-151.35778125	-152.44956782
52	-151.22739824	-152.17029039
53	-151.22739824	-151.85295046
54	-151.22739824	-151.43424073
55	-151.22739824	-151.32389942
56	-150.84771448	-151.22973758
57	-150.84771448	-151.21505612
58	-150.36601011	-150.95594721
59	-150.36601011	-150.80165637
60	-150.36601011	-150.64280976
61	-150.19084416	-150.62525229
62	-150.19084416	-150.48693544
63	-150.19084416	-150.43077815
64	-150.19084416	-150.36536879
65	-150.19084416	-150.32637429
66	-150.18450501	-150.26214617
67	-150.18450501	-150.28210230
68	-150.18450501	-150.21885002
69	-150.17994942	-150.19197444
70	-150.17994942	-150.18344204
71	-150.17994942	-150.57192124
72	-150.17994942	-150.18923374
73	-150.11702529	-150.17636189
74	-150.11702529	-150.46740745
75	-150.10895303	-150.21798388
76	-150.11702529	-150.24921250
77	-150.11702529	-150.13590253
78	-150.11702529	-150.12331770
79	-150.11702529	-150.12836532
80	-150.11217010	-150.12509149
81	-150.10868903	-150.56076485
82	-150.10868903	-150.13294056
83	-150.10868903	-150.45664561
84	-150.10868903	-150.12925746
85	-150.10868903	-150.12656842
86	-150.10868903	-150.12819176
87	-150.10868903	-150.12374478
88	-150.10868903	-150.11899408
89	-150.10868903	-150.24692693
90	-150.10868903	-150.27252917
91	-150.10868903	-150.18285907
92	-150.10868903	-150.15242079
93	-150.10868903	-150.13656728
94	-150.10868903	-150.12370038
95	-150.10868903	-150.12875477
96	-150.10868903	-150.13380917
