Generación	Mejor_Fitness	Fitness_Promedio
0	-312.96683750	-173200926322900083847754416128.00000000
1	-279.15329604	-31701510974684408835376939008.00000000
2	-277.74893267	-48864069802778789779865600.00000000
3	-242.96306576	-378967407454416220979200.00000000
4	-242.96306576	-3799163683636842594304.00000000
5	-242.96306576	-164054212351676224.00000000
6	-238.15755151	-173378286663169.71875000
7	-211.41130362	-773199435101205.00000000
8	-200.52771791	-721880548836999.00000000
9	-200.52771791	-84024609.25058086
10	-179.66531491	-22894703084041624.00000000
11	-179.66531491	-232.47343279
12	-159.52715753	-221.43904085
13	-159.52715753	-23418034031.98868179
14	-158.50747408	-227.66423691
15	-158.50747408	-837211797933.14379883
16	-158.50747408	-196.06605909
17	-158.50747408	-190.18900151
18	-154.08543046	-187.68296560
19	-154.08543046	-180.47677277
20	-153.04240680	-1794.98256355
21	-150.30246447	-172.51261653
22	-150.30246447	-166.41852729
23	-150.10899063	-162.79615609
24	-150.10899063	-162.51115882
25	-150.10899063	-158.92349341
26	-150.10899063	-156.93435439
27	-150.10899063	-154.76225619
28	-150.10899063	-160.49971142
29	-150.10899063	-155.24637014
30	-150.10899063	-151.97029008
31	-150.10899063	-153.68566298
32	-150.12843754	-150.75665351
33	-150.11693205	-151.11626256
34	-150.11200950	-151.36552301
35	-150.10886858	-151.22267556
36	-150.10853835	-151.37314461
37	-150.10842449	-151.20145913
38	-150.10842449	-152.97561043
39	-150.10842449	-150.54729885
40	-150.10842449	-150.87282044
41	-150.10842449	-151.10461253
42	-150.10842449	-151.22892855
43	-150.10842449	-150.37892348
44	-150.10830157	-150.60608215
45	-150.10829752	-151.29583434
46	-150.10829752	-152.63189649
47	-150.10829752	-150.96863314
48	-150.10829752	-10636.32425038
49	-150.10829752	-150.88488277
50	-150.10829752	-150.63586641
51	-150.10829752	-150.50004588
52	-150.10829752	-150.69685596
53	-150.10829752	-150.74287395
54	-150.10829752	-10635.73759816
55	-150.10829752	-151.09295933
56	-150.10829752	-150.51344340
57	-150.10828797	-151.00143032
58	-150.10828797	-150.86433492
59	-150.10828797	-150.71480517
