Generación	Mejor_Fitness	Fitness_Promedio
0	-371.27365396	-148461693301330041502594760704.00000000
1	-371.27365396	-6491077231525839437811417088.00000000
2	-292.96369193	-70555267968016053266546688.00000000
3	-238.27019640	-661093652914255662415872.00000000
4	-236.49138227	-478603478462345183232.00000000
5	-219.64845516	-5996932728240625664.00000000
6	-190.30127464	-23932435546486632.00000000
7	-180.10650777	-4221187842118311.50000000
8	-173.43864743	-7934832332603065.00000000
9	-156.65616600	-4595166966603446.00000000
10	-156.65616600	-23720619138461.42578125
11	-155.34094812	-1103655287.33031893
12	-151.93174274	-1246589136400248064.00000000
13	-151.93174274	-813975517.38435864
14	-150.42203439	-72059238.67004541
15	-150.18450501	-212.71623737
16	-150.18450501	-181.62910480
17	-150.18450501	-177.17954071
18	-150.18450501	-1447204260.17000890
19	-150.18450501	-466043292402.15631104
20	-150.18450501	-16647.46866169
21	-150.18450501	-1584.56405714
22	-150.18450501	-163.03737603
23	-150.18450501	-156.92190740
24	-150.15336018	-156.80037640
25	-150.15336018	-162.48781132
26	-150.10836887	-154.18246955
27	-150.10836887	-152.75820350
28	-150.10836887	-152.72957246
29	-150.10836887	-1168037402514.26025391
30	-150.10836887	-152.66143616
31	-150.10836887	-151.84335676
32	-150.10836887	-154.31938701
33	-150.10836887	-164.59326492
34	-150.10834151	-152.15337228
35	-150.10834151	-153.47594381
36	-150.10834151	-167.11908013
37	-150.10829555	-242897519.09845665
38	-150.10829555	-156.23041366
39	-150.10829555	-156.57258454
40	-150.10829555	-152.25267327
41	-150.10828613	-151.69638362
42	-150.10828613	-152.15220813
43	-150.10828613	-152.35009311
44	-150.10828613	-163.69215562
45	-150.10828613	-153.08796815
46	-150.12744854	-154.03833615
47	-150.10977059	-167.60666138
48	-150.10977059	-10640.99747522
49	-150.11421847	-152.58681218
50	-150.10883643	-151.44241383
51	-150.10883643	-10638.01382989
52	-150.10883643	-10639.00862921
53	-150.10883643	-152.10949294
54	-150.10883643	-152.75755812
55	-150.10883643	-151.77892012
56	-150.10883643	-156.35123860
57	-150.10883643	-4059757045.43612909
58	-150.10836878	-152.51331322
59	-150.10836878	-152.25347515
60	-150.10836878	-153.38714152
61	-150.11027703	-151.86121108
62	-150.11027703	-152.44476268
63	-150.10885552	-152.09689169
64	-150.10838634	-153.09208255
65	-150.10838634	-152.33599969
66	-150.10838634	-152.34215422
67	-150.10833080	-4091191938558.35009766
68	-150.10833080	-150.91317317
69	-150.10828823	-159.75495142
70	-150.10847126	-152.01441891
71	-150.10847126	-151.92607579
72	-150.10836283	-152.74051472
73	-150.10836283	-185.18692441
74	-150.10831332	-178.73784429
75	-150.10831332	-155.29089448
76	-150.10831332	-151.62326302
77	-150.10831332	-152.39251811
78	-150.11710734	-10670.43813513
79	-150.11129627	-196.40049336
80	-150.11129627	-152.16134186
81	-150.11286901	-152.10656928
82	-150.10847959	-152.00550312
83	-150.10847959	-152.86368770
84	-150.10828787	-151.30588206
85	-150.10828787	-155.27109578
86	-150.10828787	-4059757051.23984575
87	-150.10828787	-2119006908.53893590
88	-150.10828787	-151.76303562
89	-150.10828787	-7268181629.72105503
90	-150.10828787	-153.35272469
91	-150.10828787	-152.01969438
92	-150.10828787	-152.97263488
93	-150.10828787	-152.59085967
94	-150.10828787	-95658836737002.53125000
95	-150.10828787	-151.95828838
96	-150.10828787	-164.38320441
97	-150.10828787	-152.43915281
98	-150.10828787	-151.80647632
99	-150.10828787	-153.01409832
