Generación	Mejor_Fitness	Fitness_Promedio
0	-334.56081599	-185156018809621036639899877376.00000000
1	-281.17441968	-1111464830415912942325202944.00000000
2	-262.03809998	-28971733431606008201871360.00000000
3	-221.38927601	-123515907513438470930432.00000000
4	-221.38927601	-679780757840445177856.00000000
5	-216.66994791	-1072179903700742784.00000000
6	-216.66994791	-767606744969729.50000000
7	-207.43891162	-618281302.47657812
8	-198.30242499	-1423143083.71393657
9	-191.64847864	-8387497321286950.00000000
10	-184.24605518	-246.30384459
11	-184.24605518	-226.92400155
12	-181.70191206	-214.31061956
13	-170.76833879	-204.58020640
14	-170.76833879	-196.57140266
15	-164.42262255	-191.41070624
16	-162.53421754	-187.24704616
17	-162.53421754	-185.84531286
18	-162.53421754	-183.07565768
19	-162.53421754	-34999.55205587
20	-154.29448785	-176.01073533
21	-152.21744883	-172.89572790
22	-151.70738205	-171.18155131
23	-151.17172057	-168.78685083
24	-151.17172057	-166.51268934
25	-151.17172057	-165.04786050
26	-150.79092277	-163.56362267
27	-150.79092277	-161.58437280
28	-150.59133764	-159.74928573
29	-150.59133764	-158.66177749
30	-150.59133764	-155.64381145
31	-150.17994942	-153.75846541
32	-150.17994942	-153.05088606
33	-150.17994942	-151.35301631
34	-150.10856420	-150.88466011
35	-150.10856420	-150.67457398
36	-150.10856420	-150.59642538
37	-150.10856420	-150.41151090
38	-150.10856420	-150.28820217
39	-150.10834382	-150.24112282
40	-150.10834382	-150.32938856
41	-150.10834382	-150.22555914
42	-150.10834382	-150.22650976
43	-150.10834382	-150.19391676
44	-150.10834382	-150.17439364
45	-150.10834382	-150.23485981
46	-150.10831089	-150.25011358
47	-150.10834382	-150.22956074
48	-150.10834382	-152.90486073
49	-150.10834382	-150.20471937
50	-150.10834382	-150.17581018
51	-150.10834382	-150.25279890
52	-150.10834382	-150.21300553
53	-150.10834382	-150.17077828
54	-150.10834382	-150.17775935
55	-150.10834382	-150.26024988
56	-150.10834382	-150.17818592
57	-150.10834382	-150.21959074
58	-150.10834382	-150.17719411
59	-150.10834382	-150.19904304
60	-150.10834382	-150.22410176
61	-150.10834382	-150.28455808
62	-150.10834382	-150.23518236
