Generación	Mejor_Fitness	Fitness_Promedio
0	-328.47862326	-148301502392208454522746437632.00000000
1	-328.47862326	-7563123828473847288665473024.00000000
2	-328.47862326	-50613285670191529218539520.00000000
3	-281.12775002	-1505687780964283831025664.00000000
4	-238.05457466	-6773644703458681421824.00000000
5	-213.34137755	-5495863305873117184.00000000
6	-206.39263683	-25471095014721232.00000000
7	-167.56121661	-12557958248764.62890625
8	-167.56121661	-134049977863877744.00000000
9	-167.41764282	-158149871703502.21875000
10	-162.06834577	-1757928375.77142000
11	-162.06834577	-12522045731.29327202
12	-161.77630380	-228.16083973
13	-161.46685840	-1690833183871286.25000000
14	-152.79779441	-210.16797399
15	-150.54205820	-192.16339449
16	-150.18450501	-201658069.02568951
17	-150.14043420	-177.93749356
18	-150.14043420	-171.86887812
19	-150.11180608	-174.38175369
20	-150.11180608	-160.86441146
21	-150.11180608	-156.46732369
22	-150.10898315	-154.05614262
23	-150.10898315	-154.96346900
24	-150.10862487	-152.08441421
25	-150.10862487	-152.04327338
26	-150.10862487	-151.42543846
27	-150.10829826	-150.78769802
28	-150.10829826	-150.69983305
29	-150.10828735	-150.85817750
30	-150.10828735	-150.69087889
31	-150.10828735	-150.49151210
32	-150.10847385	-150.67831956
33	-150.10834186	-150.46436111
34	-150.10834186	-155.63340012
35	-150.10834186	-150.85040647
36	-150.10834186	-150.64306814
37	-150.10913201	-151.61265711
38	-150.10913201	-151.70359547
39	-150.10873952	-153.91276185
40	-150.10873952	-150.89597126
41	-150.10873952	-151.01040827
42	-150.10873952	-155.80992891
43	-150.10873952	-163455780361.61666870
44	-150.10834761	-150.80142833
45	-150.10834761	-174.16533180
46	-150.10834761	-150.55532575
47	-150.10842642	-150.52941258
48	-150.10842642	-150.61814416
49	-150.10842642	-159.15818085
50	-150.10842642	-151.17752312
51	-150.10829843	-151.32690895
52	-150.10829843	-150.80579139
53	-150.10829843	-151.02527765
54	-150.10829843	-154.69485160
55	-150.10829843	-150.77645772
56	-150.10829843	-151.03705478
57	-150.10829843	-151.03785516
58	-150.10829843	-153.39338476
59	-150.10829843	-150.93115979
60	-150.10829843	-150.50384798
61	-150.10828667	-151.35087540
62	-150.10828667	-150.47845441
63	-150.10828667	-150.56476390
64	-150.10828667	-150.82004146
65	-150.11881609	-150.52684500
66	-150.11322960	-151.84032252
67	-150.10828627	-151.23811386
68	-150.10828627	-150.67539154
69	-150.10828627	-150.74718937
70	-150.10828627	-153.75254825
71	-150.10828627	-226.08114524
72	-150.10828627	-150.68523287
73	-150.10828627	-151.16374740
74	-150.10828627	-151.73425618
75	-150.10828627	-150.83471096
76	-150.10828627	-151.51533458
77	-150.10828627	-151.26176654
78	-150.10828627	-153.34012346
79	-150.10828627	-160.71352441
80	-150.10828627	-155.48190067
81	-150.10828630	-151.36488294
82	-150.10828630	-150.83618146
