Generación	Mejor_Fitness	Fitness_Promedio
0	-393.77346133	-163070263692785926883145416704.00000000
1	-349.15516133	-6033899226404054555540062208.00000000
2	-312.92463183	-106553864758306766313226240.00000000
3	-295.76068549	-3336758205604366154465280.00000000
4	-265.58673578	-49147566376513947303936.00000000
5	-265.33954945	-763456980477284096.00000000
6	-196.87007631	-14402869212088238.00000000
7	-194.63984649	-1153569923201626.50000000
8	-191.83512755	-22275730904535.69531250
9	-190.21220156	-206228399.30071822
10	-184.50897257	-12202714144020974.00000000
11	-178.57062096	-268967999.39801526
12	-170.98784023	-1033.93017916
13	-162.35029457	-208.55014920
14	-162.35029457	-210.32476899
15	-162.35029457	-194.37169420
16	-154.38383994	-188.97316970
17	-154.38383994	-183.34108418
18	-152.58802282	-182.79393844
19	-152.52759402	-184.27278833
20	-150.93639223	-174.94873455
21	-150.93639223	-174.04538964
22	-150.69981385	-170.38943238
23	-150.69981385	-170.52470027
24	-150.54326508	-163.66300084
25	-150.54326508	-162.50730512
26	-150.52217678	-160.40316291
27	-150.38785906	-155.17592092
28	-150.18450501	-153.84117451
29	-150.17994942	-152.90395495
30	-150.14956022	-152.44613411
31	-150.14956022	-151.94137376
32	-150.14956022	-151.64385728
33	-150.11447672	-151.43682931
34	-150.11447672	-151.26410530
35	-150.11246576	-150.89054542
36	-150.11246576	-150.52588762
37	-150.10828823	-150.83144519
38	-150.10828823	-150.36811987
39	-150.10828823	-150.31249683
40	-150.10828823	-162.72732881
41	-150.10828823	-172.89880455
42	-150.10828823	-150.49370171
43	-150.10828823	-150.56538310
44	-150.10828823	-151.30067197
45	-150.10828823	-150.80805094
46	-150.10828823	-150.49212628
47	-150.10828823	-150.43315353
48	-150.10828823	-150.56465779
49	-150.10828823	-150.39223508
50	-150.10828823	-150.29797875
51	-150.10828823	-160.56955700
52	-150.10828823	-150.55245133
