Generación	Mejor_Fitness	Fitness_Promedio
0	-330.99053773	-207880062785026365287093501952.00000000
1	-261.99696314	-6108684653537330653191733248.00000000
2	-261.99696314	-100053355958180784944185344.00000000
3	-261.38330008	-245207962222513147084800.00000000
4	-256.79229816	-121391358350302396416.00000000
5	-243.61080555	-86976176283434784.00000000
6	-219.89571380	-128508479734889.76562500
7	-199.82773798	-4153000467505.44677734
8	-199.82773798	-7625321911405979.00000000
9	-199.82773798	-743700119.06578922
10	-198.84991436	-249.23744792
11	-192.48458119	-10532336.59688023
12	-160.91309347	-215193.53692116
13	-160.91309347	-220.75924328
14	-160.91309347	-215.35028264
15	-164.98719279	-226239588240.81845093
16	-164.98719279	-225.21512973
17	-178.58000499	-207.45657593
18	-169.91198234	-532.83953341
19	-162.90266782	-205.73891034
20	-162.67991316	-204.75799349
21	-160.23774814	-7993.60901203
22	-160.23774814	-193.08742019
23	-158.50458205	-208.19699384
24	-158.50458205	-208.37432345
25	-151.99358100	-182.17651253
26	-151.99358100	-181.08748398
27	-151.99358100	-175.38384349
28	-151.99358100	-171.61630433
29	-151.99358100	-168.30497751
30	-150.11977369	-167.93421321
31	-150.11977369	-160.95899028
32	-150.11977369	-158.85565705
33	-150.11977369	-157.26284798
34	-150.11977369	-155.99466610
35	-150.11977369	-154.41849602
36	-150.10831404	-153.51972530
37	-150.10831404	-153.23678025
38	-150.10831404	-152.62577726
39	-150.10831404	-151.64161047
40	-150.10831404	-151.38224951
41	-150.10831404	-151.09011600
42	-150.10831404	-150.86609633
43	-150.10831404	-150.47575879
44	-150.10831404	-150.59971975
45	-150.10831404	-150.37836653
46	-150.10831404	-150.21365193
47	-150.10831404	-150.28151558
48	-150.10831404	-150.29287723
49	-150.10831404	-164.05597159
50	-150.10831404	-150.85273512
51	-150.10829081	-150.37688955
52	-150.10829081	-150.31940835
53	-150.10829081	-150.37660668
54	-150.10829081	-155.42264725
55	-150.10829081	-150.52773412
56	-150.10829081	-150.38752695
57	-150.10829081	-150.33154010
58	-150.10829081	-153.07782884
59	-150.10829081	-150.40581160
60	-150.10829081	-150.38552419
61	-150.10829081	-150.38219926
62	-150.10829081	-150.32454836
63	-150.10829081	-150.30757467
64	-150.10829081	-165.52966709
65	-150.10829081	-151.11096763
66	-150.10829081	-153.71270533
