Generación	Mejor_Fitness	Fitness_Promedio
0	-328.09539440	-186749271436611577021802217472.00000000
1	-311.39914673	-12829908976475682690318729216.00000000
2	-283.41121509	-668988775808712418577612800.00000000
3	-230.83042561	-694786054282549781331968.00000000
4	-230.83042561	-3441977885894106415104.00000000
5	-200.14354655	-178257430291850035200.00000000
6	-200.14354655	-15400625499046296.00000000
7	-185.50066571	-25622966545625192.00000000
8	-167.85805552	-1703822639765209.00000000
9	-166.43030570	-261309409590202.34375000
10	-150.49045314	-106894331954.17172241
11	-166.37665828	-4319833888.86867714
12	-156.56185970	-256.78044989
13	-154.01950233	-114917597.74661778
14	-153.10069628	-219.28057864
15	-151.95863624	-191.97666545
16	-150.18450501	-2453.21732987
17	-150.18450501	-178.47766896
18	-150.18450501	-173.91008352
19	-150.18450501	-172.76098194
20	-150.17994942	-179.71782574
21	-150.17994942	-163.71028283
22	-150.17994942	-165.43309152
23	-150.17994942	-163.77236296
24	-150.12596903	-159.50192156
25	-150.12019763	-156.33509217
26	-150.13092032	-154.44705957
27	-150.10953353	-154.01286055
28	-150.10953353	-152.01959440
29	-150.10953353	-156.00774490
30	-150.10953353	-152.73349231
31	-150.10852527	-152.86644414
32	-150.11350850	-159.71686232
33	-150.11411559	-151.49040325
34	-150.11133119	-151.25054834
35	-150.10844801	-151.47083696
36	-150.10829222	-151.25901894
37	-150.10829222	-4786635.99998131
38	-150.10829222	-163.23751253
39	-150.10829222	-158.64058431
40	-150.10829222	-153.51911206
41	-150.10829222	-153.56735728
42	-150.10829222	-153.07312436
43	-150.10829222	-151.16301588
44	-150.10829222	-150.83543579
45	-150.10829222	-150.80539089
46	-150.10829222	-150.59344271
47	-150.10829222	-940579767247.97583008
48	-150.10829222	-156.62967634
49	-150.10829222	-151.19034183
50	-150.10829222	-150.61845956
51	-150.10829222	-152.39736526
