Generación	Mejor_Fitness	Fitness_Promedio
0	-360.77018395	-111076459445356618880464715776.00000000
1	-244.14832179	-3439696369161918345713287168.00000000
2	-244.14832179	-72777562979690477862780928.00000000
3	-234.56026995	-219730344909980882173952.00000000
4	-220.18151219	-184337997042113773568.00000000
5	-217.36515740	-1102642304115543168.00000000
6	-184.73083585	-201402919418205.81250000
7	-163.04148613	-12807842706612.69335938
8	-159.84048859	-216797577122.56570435
9	-159.84048859	-231.18195457
10	-159.84048859	-206304789775.06848145
11	-159.84048859	-203.85263201
12	-159.75148541	-197.67312483
13	-156.74963709	-194.25737005
14	-155.70208105	-186.79444494
15	-155.70208105	-184.16465694
16	-153.66643656	-178.07214195
17	-153.66643656	-194.91757507
18	-153.36083781	-167.60468318
19	-153.36083781	-170.31445844
20	-152.63638472	-161.74404445
21	-150.66620938	-160.47374090
22	-150.66620938	-163.78526896
23	-150.54326508	-157.70820203
24	-150.19215105	-157.40492437
25	-150.17994942	-156.88041489
26	-150.17994942	-156.28729559
27	-150.17994942	-155.69926891
28	-150.16014751	-154.93858484
29	-150.10844891	-154.61067127
30	-150.10844891	-153.27703864
31	-150.10844891	-153.71140662
32	-150.10844891	-152.33874644
33	-150.10844891	-150.93875091
34	-150.10844891	-151.07105490
35	-150.10844891	-150.72154492
36	-150.11882590	-150.57013248
37	-150.10880346	-150.58226215
38	-150.10880346	-150.80112460
39	-150.10880346	-150.40467318
40	-150.10880346	-150.30773029
41	-150.10880346	-150.32911407
42	-150.10861564	-150.21851309
43	-150.10861564	-150.35924233
44	-150.10850448	-150.69247691
45	-150.10850448	-154.59792245
46	-150.10850448	-150.44627145
47	-150.10850448	-150.28681048
48	-150.10850448	-150.60057091
49	-150.10831523	-150.19134735
50	-150.10831523	-150.33611933
51	-150.10831523	-150.83291130
52	-150.10831523	-150.39520883
53	-150.10831523	-150.36105152
54	-150.10831523	-150.30378880
55	-150.10831523	-150.30640327
56	-150.10831523	-150.20518501
57	-150.10831523	-150.25275740
58	-150.10831523	-150.64677161
59	-150.10831523	-150.47110606
60	-150.10829021	-150.36828629
61	-150.10829021	-150.32498390
62	-150.10829021	-150.22376891
63	-150.10829021	-150.54624700
64	-150.10829021	-150.35762298
65	-150.10829021	-151.32908264
66	-150.10829021	-150.46654222
67	-150.10829021	-150.74697959
68	-150.10829021	-152.02874967
69	-150.11358818	-150.48245046
70	-150.11358818	-150.52286332
71	-150.11358818	-150.25863687
72	-150.10946326	-150.55396241
73	-150.10946326	-150.56668682
74	-150.10866343	-150.37638866
75	-150.10836670	-150.40256644
76	-150.10836670	-150.25862179
77	-150.10836670	-150.44822106
78	-150.10836670	-150.24853024
79	-150.10836670	-150.41771468
80	-150.10836670	-150.29502605
81	-150.10836670	-151.62927487
82	-150.10836670	-150.87166343
83	-150.10836670	-150.38882048
84	-150.10836670	-166.91762086
85	-150.10907881	-150.44775276
86	-150.10907881	-150.42755995
87	-150.10904738	-10635.50944681
88	-150.10904738	-150.37669559
89	-150.10904738	-150.31509474
90	-150.10904738	-150.84198973
91	-150.10860523	-151.90501730
92	-150.10860523	-150.56501815
93	-150.10860523	-150.86232620
94	-150.10860523	-150.38559471
95	-150.10860523	-150.42038985
96	-150.10831149	-151.93268428
97	-150.10831149	-150.32915563
98	-150.10828968	-150.41702710
99	-150.11540284	-150.44089155
100	-150.11443453	-150.29742628
101	-150.10853538	-150.69390636
102	-150.10853538	-150.29929542
103	-150.10853538	-150.49681826
104	-150.10837605	-151.02052770
105	-150.10837605	-151.00889623
106	-150.10837605	-151.67789721
107	-150.10837605	-150.34793936
108	-150.10836911	-150.41195837
109	-150.10834928	-150.54106972
110	-150.10834928	-150.46681642
111	-150.10834928	-150.44169751
112	-150.10834928	-150.23128177
113	-150.10834928	-150.29615120
114	-150.10834928	-152.45819808
115	-150.10834928	-150.31025174
116	-150.10834928	-151.51856051
117	-150.10834928	-150.42702475
118	-150.10834928	-150.24335615
119	-150.10847377	-150.26669172
120	-150.10847377	-150.33742669
121	-150.10828612	-150.52638933
122	-150.10828612	-150.34812145
123	-150.10828612	-150.57814625
124	-150.10828612	-161.54754973
125	-150.10828612	-152.54956334
126	-150.10828612	-150.67454267
