Generación	Mejor_Fitness	Fitness_Promedio
0	-329.36184575	-83542679649831608889775226880.00000000
1	-329.36184575	-2884292104754016247798038528.00000000
2	-329.36184575	-90875709189592203959205888.00000000
3	-305.10717293	-1602997964884781362577408.00000000
4	-293.72880543	-17253940551325952507904.00000000
5	-281.06322055	-143580542584967299072.00000000
6	-255.79180687	-144687808571666048.00000000
7	-250.78184368	-5131442866824644.00000000
8	-231.76754420	-2839425718741.90576172
9	-216.95362295	-550165309222.72436523
10	-204.67109099	-11402582980.34983444
11	-200.15233245	-26154.11622325
12	-185.00972051	-3857.77493806
13	-183.92528643	-241.30716432
14	-183.92528643	-228.31546602
15	-183.92528643	-220.10982531
16	-183.75461574	-214.00447387
17	-173.28473124	-219.40901711
18	-173.28473124	-203.81798858
19	-173.28473124	-200.60975675
20	-172.11516675	-198.63854866
21	-170.19784508	-192.99026039
22	-167.81550667	-190.21529390
23	-167.81550667	-187.18761993
24	-167.81550667	-185.66938572
25	-167.02470006	-186.40097575
26	-166.42761036	-190.77874365
27	-154.60623658	-179.16582204
28	-154.60623658	-177.75683469
29	-154.60623658	-174.85045937
30	-154.60623658	-172.45822045
31	-154.60623658	-169.29494055
32	-154.60623658	-167.66292790
33	-154.60623658	-166.66687809
34	-154.21721381	-164.71752486
35	-152.14989198	-164.39611181
36	-152.14989198	-161.52901558
37	-152.14989198	-159.51706023
38	-152.08313886	-157.27561278
39	-151.95863624	-155.67587242
40	-151.95863624	-154.98819639
41	-150.42203439	-154.39730038
42	-150.42203439	-153.79157058
43	-150.42203439	-153.63457684
44	-150.42203439	-153.12304684
45	-150.42203439	-152.61444928
46	-150.42203439	-152.09047514
47	-150.18450501	-151.86161126
48	-150.18450501	-151.41757919
49	-150.18450501	-151.05787570
50	-150.18450501	-150.71448198
51	-150.18450501	-150.54093891
52	-150.18450501	-150.85347582
53	-150.10991175	-150.35646100
54	-150.10991175	-150.29791780
55	-150.10991175	-150.29585247
56	-150.10991175	-150.24546747
57	-150.10991175	-150.29921139
58	-150.10991175	-150.31338321
59	-150.10991175	-150.18925206
60	-150.10991175	-150.18253444
61	-150.10991175	-150.19011078
62	-150.10838679	-150.28362837
63	-150.10838679	-150.22514722
64	-150.10838679	-150.20613938
65	-150.10838679	-150.25440769
66	-150.10838679	-150.18103734
67	-150.10830616	-150.18020724
68	-150.10830616	-150.23877036
69	-150.10830616	-150.19893809
70	-150.10830616	-150.18520568
71	-150.10830616	-150.21549111
72	-150.10830616	-150.18556000
73	-150.10830616	-150.18353048
74	-150.10830616	-150.26183020
75	-150.10830616	-150.25723479
76	-150.10830616	-150.19440280
77	-150.10830616	-150.48805460
78	-150.10830616	-150.18368478
79	-150.10838679	-150.22942952
80	-150.10838679	-150.20954517
81	-150.10838679	-150.19594290
82	-150.10838679	-150.26865771
83	-150.10872009	-150.17899336
84	-150.10872009	-150.19848645
85	-150.10872009	-150.18779552
86	-150.10872009	-150.22002443
87	-150.10872009	-150.17619049
88	-150.10828974	-150.42344137
89	-150.10828974	-150.25158291
90	-150.10828974	-150.25999803
91	-150.10828974	-150.18077204
92	-150.10828974	-150.21745435
93	-150.10828974	-150.17925128
94	-150.10828974	-150.22188432
95	-150.10828974	-150.28027969
96	-150.10828974	-150.39265719
97	-150.10828974	-150.20888766
98	-150.10828974	-150.20292288
99	-150.10828974	-150.25975325
100	-150.10828974	-150.17918504
101	-150.10828974	-150.17823459
102	-150.10828974	-150.24446760
103	-150.10828974	-150.21125441
