Generación	Mejor_Fitness	Fitness_Promedio
0	-349.49384871	-280194153686382982584401395712.00000000
1	-331.49866209	-4001674839802749458088722432.00000000
2	-260.51701856	-97856872778927157410791424.00000000
3	-226.52040978	-486623613074795120295936.00000000
4	-226.52040978	-122842433839497248768.00000000
5	-221.09495496	-4189718086376823296.00000000
6	-168.70839280	-247579819593717568.00000000
7	-168.70839280	-403651311343175.06250000
8	-168.70839280	-337188887660.55334473
9	-168.70839280	-91030169557.53726196
10	-168.70839280	-2610.64279850
11	-168.70839280	-41765252.41759893
12	-164.59147137	-9888.85033123
13	-158.60218943	-226.58038516
14	-151.01830715	-251.17536720
15	-150.76839037	-179.68819040
16	-150.76839037	-173.99215458
17	-150.53049095	-169.20089272
18	-150.18450501	-166.27266644
19	-150.18450501	-164.49063471
20	-150.18450501	-161.49001414
21	-150.18450501	-160.83283776
22	-150.17994942	-157.24354668
23	-150.17994942	-154.85796631
24	-150.17994942	-153.21351057
25	-150.13675151	-151.86854978
26	-150.11107640	-151.17791267
27	-150.11107640	-150.66748723
28	-150.11107640	-159.83990544
29	-150.11107640	-150.47169271
30	-150.11107640	-150.24676865
31	-150.11107640	-150.48790927
32	-150.11107640	-150.28521057
33	-150.11107640	-150.52085890
34	-150.11107640	-150.23995368
35	-150.11107640	-151.06584237
36	-150.11107640	-150.30047054
37	-150.10951233	-150.20472176
38	-150.10837641	-150.34203701
39	-150.10837641	-150.24607125
40	-150.10837641	-150.23807398
41	-150.10837641	-150.39932091
42	-150.10833951	-150.60337452
43	-150.10833951	-150.45528526
44	-150.10833951	-150.30853071
45	-150.10833951	-150.22905668
46	-150.10833951	-150.22598011
47	-150.10833951	-150.19503921
48	-150.10833951	-150.25368638
49	-150.10949997	-36787.22863265
50	-150.10949997	-150.34941578
51	-150.10835927	-150.39064908
52	-150.10835927	-152.02575588
53	-150.10835927	-150.37409985
54	-150.10835927	-150.25653513
55	-150.10835927	-150.50474503
56	-150.10835927	-150.77797847
57	-150.10835927	-150.43617510
58	-150.13184213	-151.12460992
59	-150.12054939	-151.37063714
60	-150.10923992	-150.32398912
61	-150.10923992	-150.48620043
62	-150.10873536	-150.27563339
63	-150.10873536	-150.23194637
64	-150.11396605	-150.28164289
65	-150.10829463	-151.06312868
66	-150.10829463	-150.27056508
67	-150.10928931	-150.26973426
68	-150.10928931	-150.31091801
69	-150.10928931	-151.05511668
70	-150.10855394	-150.37488255
71	-150.10855394	-150.30790344
72	-150.10855394	-151.00804719
73	-150.10855394	-150.40543898
74	-150.10855394	-150.19614832
75	-150.10855394	-150.20050063
76	-150.10855394	-150.21982688
77	-150.10855394	-150.35442742
78	-150.10829004	-150.23991157
79	-150.10829004	-150.30336407
80	-150.10829004	-150.19211740
81	-150.10829004	-150.26713408
82	-150.10829004	-150.20280924
83	-150.10829004	-150.19994643
84	-150.10837149	-150.31580362
85	-150.10837149	-151.06386915
86	-150.10837149	-150.56802240
87	-150.10837149	-150.27116654
88	-150.10837149	-150.23345695
89	-150.10837149	-150.36015004
90	-150.10837149	-150.30335809
91	-150.10837149	-150.34998386
92	-150.10837149	-150.28650699
93	-150.10835279	-150.24820431
94	-150.10835279	-150.23534729
95	-150.10835279	-150.61819987
96	-150.10830285	-150.20967949
97	-150.10830285	-150.19237801
98	-150.10830285	-150.32744711
99	-150.10830285	-151.19833885
100	-150.10830285	-150.35261280
101	-150.10857698	-150.49382572
102	-150.10857698	-150.42350563
103	-150.10857698	-150.38419077
104	-150.10857698	-150.30831127
105	-150.10857698	-150.31140514
106	-150.10828829	-150.25679767
107	-150.10828829	-150.22118647
108	-150.10828829	-150.26507774
109	-150.10828829	-150.29773460
110	-150.10828829	-150.22126070
111	-150.10828829	-150.19315345
112	-150.10828829	-150.22343447
113	-150.10828829	-150.18684937
114	-150.10828829	-150.33885214
115	-150.10828829	-150.31800133
116	-150.10828829	-150.31830414
117	-150.10888555	-150.24421741
118	-150.11649653	-152.62194080
119	-150.11649653	-150.18215051
120	-150.11791094	-150.28411373
121	-150.10973413	-150.22213090
122	-150.10973413	-150.26488048
123	-150.10832029	-150.64317715
124	-150.10832029	-150.20661065
125	-150.15980908	-150.19800824
126	-150.11286446	-150.34730155
127	-150.12266090	-150.41802109
128	-150.10838883	-150.19046701
129	-150.10838883	-150.18165032
130	-150.10830089	-150.31608799
131	-150.10830089	-150.35036404
132	-150.10830089	-150.31655116
133	-150.10830089	-150.18604523
134	-150.10830089	-150.26934880
135	-150.10830089	-150.45605043
136	-150.12821439	-150.44401637
137	-150.11708731	-150.21768332
138	-150.10870142	-150.39758024
139	-150.10870142	-150.43441411
140	-150.10829020	-150.20816494
141	-150.10829020	-150.20435875
142	-150.10829020	-150.36541842
143	-150.10829020	-150.18148918
144	-150.10829020	-150.25504559
145	-150.10829020	-150.21783726
146	-150.10829020	-150.40788186
147	-150.10829020	-150.18734027
148	-150.10829020	-150.23874703
149	-150.10829020	-150.22457978
150	-150.10829020	-150.54205597
151	-150.10829020	-150.24723242
152	-150.10829020	-150.23375294
153	-150.10829020	-150.18943459
154	-150.10829020	-150.24097690
155	-150.10829020	-150.32665441
