Generación	Mejor_Fitness	Fitness_Promedio
0	350.66611200	-587604.45417639
1	390.31877140	-4890.69179932
2	396.11585402	236.59269431
3	401.29925213	281.44464459
4	401.29925213	317.81440816
5	401.61532845	342.80605002
6	401.64297170	354.70832864
7	402.62360519	362.96212022
8	406.24848378	380.17250578
9	411.11863216	387.54621439
10	411.11863216	397.69967355
11	411.15467236	401.73059153
12	411.15467236	402.70517138
13	411.15467236	403.30639134
14	411.15467236	403.64646403
15	411.15467236	403.66645823
16	411.15665339	404.37630353
17	411.15665339	404.05918517
18	411.15717421	383.66702469
19	411.15733893	393.19112918
20	411.15733893	410.33508676
21	411.15733893	411.13975717
22	411.15733893	411.15602878
23	411.15733893	411.15716473
24	411.15733893	411.15731217
