Generación	Mejor_Fitness	Fitness_Promedio
0	409.16103713	-454171.09498211
1	409.16103713	-3299.73007997
2	409.16103713	250.68799499
3	409.96892776	314.11670725
4	411.13944085	344.47649686
5	411.13944085	368.10650446
6	411.13944085	385.28680192
7	411.13944085	394.83878077
8	411.15098217	402.42438067
9	411.15682326	408.47040057
10	411.15733829	409.91765878
11	411.15733843	410.74305447
12	411.15733843	410.52870285
13	411.15733880	409.42458174
14	411.15733880	411.15684529
15	411.15733892	410.78695151
