Generación	Mejor_Fitness	Fitness_Promedio
0	394.77390075	-493964.57632873
1	394.77390075	-6017.84598246
2	407.81125268	249.94989980
3	410.62856454	336.29969323
4	410.62856454	365.44514293
5	410.62856454	385.00395056
6	410.87114142	396.07641837
7	411.13113444	403.58234277
8	411.15671389	407.14018633
9	411.15678900	409.19536545
10	411.15691312	410.68104310
11	411.15730048	411.05942656
12	411.15733739	411.14103799
13	411.15733881	411.15562470
14	411.15733888	411.15703158
15	411.15733888	411.15725569
16	411.15733893	411.15732675
17	411.15733893	411.15733716
