Generación	Mejor_Fitness	Fitness_Promedio
0	406.62267473	-199125.42782692
1	406.62267473	-993.36173781
2	406.62267473	234.50266311
3	406.62267473	282.82284556
4	406.68376004	318.69621588
5	410.84731755	353.62353274
6	411.15665237	369.51128660
7	411.15665237	380.48864207
8	411.15709214	392.88051081
9	411.15731937	403.43118289
10	411.15733866	408.86504359
11	411.15733866	410.34641967
12	411.15733890	410.68987253
13	411.15733890	410.76197823
14	411.15733890	411.15687858
15	411.15733893	410.78691976
