Generación	Mejor_Fitness	Fitness_Promedio
0	348.56522198	-460104.58102199
1	400.65066521	-3163.86127274
2	400.65066521	228.69110102
3	401.58778614	287.85655650
4	401.58778614	316.87695599
5	401.58778614	335.07128062
6	411.14800493	352.12598765
7	411.14800493	370.93690869
8	411.14800493	371.36854914
9	411.14800493	386.93709038
10	411.14800493	394.78549237
11	411.15649310	397.61538791
12	411.15649310	401.54299999
13	411.15649310	401.42407230
14	411.15649310	401.80130819
15	411.15721369	402.72679222
16	411.15721369	402.86492007
17	411.15733730	404.71962240
18	411.15733730	405.83525791
19	411.15733875	407.14607004
20	411.15733893	409.97354375
21	411.15733893	410.78637647
22	411.15733893	409.42722998
