Generación	Mejor_Fitness	Fitness_Promedio
0	378.90307143	-170246.09737926
1	408.57923371	-2579.62574205
2	408.57923371	198.14640038
3	411.10557461	198.25642302
4	411.10557461	252.43758518
5	411.10557461	282.04266039
6	411.10557461	293.12750362
7	411.07791491	237.08035633
8	411.07791491	300.49041204
9	411.15722427	319.99768593
10	411.15722427	324.34769039
11	411.15722427	337.06195568
12	411.15733304	357.95762599
13	411.15733304	373.22683872
14	411.15733304	386.02820266
15	411.15733304	401.02030444
16	411.15733304	407.70253864
17	411.15733397	409.91189898
