Generación	Mejor_Fitness	Fitness_Promedio
0	395.95931599	-252526.47162044
1	398.02808791	-2184.56415512
2	408.07901181	237.04478153
3	408.07901181	265.26249445
4	408.07901181	290.89021018
5	408.89479816	309.03889819
6	408.89479816	310.37417065
7	408.89479816	317.75091217
8	408.89479816	331.98812056
9	409.63209890	337.33998971
10	410.93858871	351.75827267
11	410.93858871	318.71453047
12	410.97435150	359.36630284
13	410.97435150	367.58411841
14	411.00191059	361.14309844
15	411.00191059	364.03263773
16	411.10153864	374.22101763
17	411.10966644	376.14577816
18	411.15680153	374.42670905
19	411.15680153	376.89668818
20	411.15680153	359.46781338
21	411.15733353	375.11376164
22	411.15733417	375.25419879
23	411.15733887	385.76803988
24	411.15733887	403.99988396
25	411.15733887	409.09523316
26	411.15733893	409.74040540
