Generación	Mejor_Fitness	Fitness_Promedio
0	409.10468133	-275548.47418988
1	409.10468133	-5578.48119435
2	409.10468133	234.95889450
3	409.10468133	327.81294351
4	409.10468133	355.06431521
5	410.98830207	378.43551793
6	411.15640920	396.69818867
7	411.15733826	407.67168784
8	411.15733826	410.01259830
9	411.15733826	410.68712575
10	411.15733826	411.04797554
11	411.15733826	411.14391582
12	411.15733878	411.15615532
