Generación	Mejor_Fitness	Fitness_Promedio
0	407.33072112	-303910.38252965
1	407.33072112	-2367.51128517
2	407.33072112	247.53146268
3	408.51284868	307.81309875
4	410.37482129	342.06454351
5	411.14261155	360.22701015
6	411.15537449	386.05434415
7	411.15609691	403.57479622
8	411.15680853	407.54586105
9	411.15729473	409.85442768
10	411.15733754	410.64874110
11	411.15733754	410.51436757
12	411.15733754	411.15481961
13	411.15733878	411.15674168
14	411.15733888	410.78684629
15	411.15733893	411.15730805
