Generación	Mejor_Fitness	Fitness_Promedio
0	347.54917163	-401571.91424038
1	401.00740001	-5691.30867315
2	401.00740001	228.59377749
3	401.00740001	270.30631636
4	401.00740001	314.57010840
5	402.53982933	346.19206347
6	402.61144774	362.75153545
7	411.06564905	375.92403781
8	411.06564905	377.08811172
9	411.06564905	396.04813473
10	411.15071519	402.14565383
11	411.15241210	407.08792881
12	411.15683712	409.55054176
13	411.15731881	411.03276463
14	411.15733879	411.11729734
15	411.15733879	411.14583454
16	411.15733879	411.15545251
17	411.15733890	410.78657017
18	411.15733890	411.15726065
19	411.15733893	411.15733065
