Generación	Mejor_Fitness	Fitness_Promedio
0	398.41819866	-239974.87907859
1	398.41819866	-1599.30432953
2	408.32954123	215.15251274
3	408.32954123	290.64045574
4	408.73588502	323.89084351
5	408.73588502	360.58807643
6	411.14324547	320.44390521
7	411.14324547	392.75770325
8	411.14324547	399.33004269
9	411.14324547	399.81056085
10	411.15159510	404.47351609
11	411.15498398	405.14395109
12	411.15672828	409.15937584
13	411.15733250	409.87711994
14	411.15733250	409.27448967
15	411.15733865	410.53404823
16	411.15733865	410.78570185
17	411.15733879	410.41630657
18	411.15733879	411.15726275
