Generación	Mejor_Fitness	Fitness_Promedio
0	390.51211306	-304335.95896275
1	391.72313305	-9767.59771834
2	403.39094949	218.19455572
3	410.13339362	136.91626126
4	410.13339362	176.41296038
5	411.03867231	262.14022762
6	411.03867231	336.45870746
7	411.03867231	350.33958996
8	411.05667649	365.15853038
9	411.05667649	367.55923714
10	411.15728715	380.07391191
11	411.15728715	368.16311022
12	411.15728715	389.46329708
13	411.15728715	396.15992351
14	411.15731142	395.62266152
15	411.15731142	403.92005807
16	411.15733628	405.99675329
17	411.15733696	410.57734979
18	411.15733890	411.12000981
19	411.15733893	411.15482435
20	411.15733893	410.78663570
21	411.15733893	411.15728724
