Generación	Mejor_Fitness	Fitness_Promedio
0	406.56954314	-365797.08281307
1	406.56954314	-15045.45263356
2	406.56954314	207.80980916
3	408.63020646	-262.07969267
4	409.00008737	310.03512045
5	409.00008737	317.34662960
6	411.09241417	334.17599516
7	411.14619308	350.57619541
8	411.15590754	362.29884502
9	411.15726068	388.49434217
10	411.15726068	402.56929066
11	411.15731645	408.31085736
12	411.15733723	409.81800510
13	411.15733723	411.07674391
14	411.15733888	409.53898966
15	411.15733893	410.04351005
16	411.15733893	410.37669618
17	411.15733893	410.30395646
