Generación	Mejor_Fitness	Fitness_Promedio
0	401.63284042	-198260.57976053
1	401.63284042	-943.43157303
2	401.63284042	222.32417854
3	409.37135212	269.85086034
4	409.37135212	297.92736967
5	409.37135212	143.05713263
6	409.37135212	328.86853311
7	410.50123028	325.84148201
8	410.50123028	343.59045398
9	410.50123028	339.27485408
10	410.64702689	350.30537058
11	410.87918490	347.98244768
12	410.87918490	363.44544510
13	411.12048274	375.54191139
14	411.12048274	372.35403931
15	411.12048274	370.81300141
16	411.12048274	368.08379700
17	411.15668500	376.51874079
18	411.15668500	375.18971118
19	411.15668500	377.78752962
20	411.15668500	346.26866626
21	411.15668500	375.71814877
22	411.15668500	375.18515150
