Generación	Mejor_Fitness	Fitness_Promedio
0	408.04864985	-169007.79652206
1	408.04864985	-843.71089078
2	408.27092680	261.87569633
3	411.15693355	309.38238977
4	411.15693355	326.60530955
5	411.15721596	360.10090220
6	411.15721596	381.72514810
7	411.15721596	395.36621147
8	411.15727613	402.25533935
9	411.15727763	407.59274180
10	411.15733762	409.63088796
11	411.15733889	410.67708850
12	411.15733889	410.77518981
13	411.15733889	410.53747349
14	411.15733889	409.30552349
15	411.15733892	408.68662641
