Generación	Mejor_Fitness	Fitness_Promedio
0	390.11939192	-381949.15384080
1	393.27208335	-7267.75029778
2	407.45298019	218.85839856
3	407.45298019	273.32991751
4	410.86388067	297.08196288
5	411.13681323	298.71828236
6	411.13681323	329.99243282
7	411.13681323	329.74095469
8	411.13681323	304.46340972
9	411.15697377	364.96757639
10	411.15715677	369.90627344
11	411.15715677	371.88811620
12	411.15715677	381.18219869
13	411.15730421	396.29267599
14	411.15730421	405.72078984
15	411.15732698	409.77980432
16	411.15733879	411.10675689
17	411.15733879	411.15285269
18	411.15733889	410.78625729
19	411.15733891	410.04620889
20	411.15733893	410.78697593
21	411.15733893	410.27380653
