Generación	Mejor_Fitness	Fitness_Promedio
0	394.48633388	-354222.87204855
1	398.93074368	-3086.80007016
2	401.61579507	220.46183120
3	402.56412221	278.69524597
4	409.16767626	308.68797497
5	409.16767626	284.08024350
6	411.14722315	338.46392396
7	411.14722315	317.83182914
8	411.14722315	359.87498796
9	411.14722315	374.87658752
10	411.14722315	384.14212972
11	411.15670416	393.67199851
12	411.15670416	398.73722302
13	411.15670416	400.84654581
14	411.15670416	402.03233839
15	411.15670416	400.34447874
16	411.15670416	401.43743558
