Generación	Mejor_Fitness	Fitness_Promedio
0	382.36033169	-295204.07001435
1	405.41248054	-2093.31988713
2	405.41248054	224.54283241
3	409.80025690	268.46258581
4	410.61426152	279.77427605
5	410.61426152	317.95117340
6	411.01716086	339.27132573
7	411.11645824	358.75125758
8	411.11645824	367.90886803
9	411.15728300	377.76375251
10	411.15728300	347.55269960
11	411.15728300	377.51993384
12	411.15728300	396.96990410
13	411.15728300	402.44202685
14	411.15732937	409.37394073
15	411.15732937	410.21394293
16	411.15733873	409.78463166
17	411.15733886	410.78377697
18	411.15733893	411.15667545
19	411.15733893	410.41657032
