Generación	Mejor_Fitness	Fitness_Promedio
0	411.05223354	-223753.41674821
1	411.05223354	-6441.21432862
2	411.07941223	236.44736519
3	411.07941223	315.82937011
4	411.07941223	350.35228048
5	411.14361879	368.69051238
6	411.14361879	370.18483086
7	411.15510969	404.79452536
8	411.15556020	410.93736561
9	411.15704757	411.10066223
10	411.15732632	411.12608598
11	411.15733692	411.14785674
12	411.15733891	411.15501792
13	411.15733892	411.15695252
14	411.15733893	411.15725709
15	411.15733893	411.15732766
16	411.15733893	411.15733698
