Generación	Mejor_Fitness	Fitness_Promedio
0	396.48758397	-105180.30075337
1	396.48758397	-95.15110899
2	396.48758397	231.16078630
3	396.48758397	265.87761379
4	396.48758397	285.46320411
5	397.52091477	306.68877282
6	397.52091477	322.66592235
7	397.52091477	334.43054205
8	397.52091477	343.85695167
9	385.76016185	346.29844002
10	385.76016185	352.18872249
11	385.76016185	353.58879019
12	386.14724614	356.25611022
13	386.14724614	355.17849081
14	386.14724614	356.07642222
15	386.14724614	354.09572705
16	386.14724614	354.42970250
17	386.14724614	355.97118048
