Generación	Mejor_Fitness	Fitness_Promedio
0	396.54199315	-406581.71412152
1	396.54199315	-3052.51763263
2	396.95217717	293.87117677
3	410.08997213	350.08028680
4	410.34475445	382.55151947
5	410.34475445	396.97879318
6	410.34475445	401.33781533
7	410.53734252	405.65396560
8	411.13778668	409.70832881
9	411.15730299	410.50929232
10	411.15730299	410.84043933
11	411.15730299	411.08524799
12	411.15733009	411.14019096
13	411.15733009	411.15226782
14	411.15733009	411.15670454
15	411.15733893	411.15730170
16	411.15733893	411.15732231
17	411.15733893	411.15733161
