Generación	Mejor_Fitness	Fitness_Promedio
0	368.45985176	-184693.08650541
1	383.47593274	-374.71605201
2	407.27567378	159.54997106
3	411.03455842	289.66812658
4	411.03455842	314.53559983
5	411.03455842	334.75609339
6	411.03455842	350.69243492
7	411.06858291	356.31111170
8	411.08792187	359.40023517
9	411.15532653	285.09946273
10	411.15532653	382.85356344
11	411.15729047	343.12263266
12	411.15729047	407.86737649
13	411.15733891	410.69068091
14	411.15733891	410.40530506
15	411.15733891	411.15530335
16	411.15733893	410.78663311
17	411.15733893	411.15728427
18	411.15733893	410.78700284
