Generación	Mejor_Fitness	Fitness_Promedio
0	378.81291426	-230548.12786762
1	399.95405536	-10345.90341088
2	399.95405536	250.17937916
3	399.95405536	305.96272756
4	402.55727579	337.64208638
5	402.55727579	358.34278618
6	402.55727579	377.29802306
7	407.48577886	387.85922137
8	410.24014143	396.27490370
9	410.24014143	400.95361081
10	411.09574032	401.67478871
11	411.09574032	402.51342532
12	411.09574032	402.17816849
13	411.12468490	402.18462885
14	411.15449381	408.64488934
15	411.15722791	409.94906923
16	411.15730955	410.65545099
17	411.15733756	410.38643577
18	411.15733885	411.15183307
19	411.15733885	410.78619593
20	411.15733885	409.91908110
21	411.15733891	410.78694095
22	411.15733892	411.15733033
