Generación	Mejor_Fitness	Fitness_Promedio
0	410.30078671	-220162.70712195
1	410.30078671	-2487.72972122
2	410.30078671	253.89872183
3	410.95552810	311.83409249
4	410.95552810	347.72147609
5	410.95552810	376.09198599
6	411.13566598	392.52628713
7	411.13566598	401.94272774
8	411.13566598	408.00031072
9	411.15721567	409.23806557
10	411.15731317	410.64316821
11	411.15733708	408.92134574
12	411.15733708	409.73433605
13	411.15733708	410.03149655
14	411.15733810	409.42393965
15	411.15733892	411.15665708
16	411.15733893	411.15720482
