Generación	Mejor_Fitness	Fitness_Promedio
0	401.62438085	-390868.08704881
1	401.62438085	-1870.88506647
2	401.62438085	262.54751620
3	402.50197085	317.50162361
4	406.05196444	335.77455502
5	406.05196444	370.67556313
6	406.05196444	385.19763740
7	410.92206654	396.65189102
8	410.92206654	401.89838980
9	411.04513883	403.07997070
10	411.04513883	401.92535348
11	411.15158613	402.29102635
12	411.15158613	400.71667755
13	411.15731963	408.91302068
14	411.15733337	410.38148778
15	411.15733337	411.11062445
16	411.15733887	411.15233780
17	411.15733887	411.15628762
18	411.15733893	411.15714616
19	411.15733893	411.15730543
